Site ID,Program Code,Program Name,Address 1,Address 2,Zipcode,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-Off Available,Late Pick-Up Available,Meals,Playspace,Dual Language,Collaborative Teachers - Survey Percent Positive,Supportive Environment - Survey Percent Positive,Effective School Leadership - Survey Percent Positive,Strong Family-Community Ties - Survey Percent Positive,Trust - Survey Percent Positive,Survey - Number of Guardian Responses,Survey - Guardian Response Rate,CLASS Most Recent Assessment Year,CLASS Emotional Support Score,CLASS Emotional Support Rating,CLASS Classroom Organization Score,CLASS Classroom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent Assessment Year,ECERS Observation Average Score,ECERS Observation Average Rating,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space and Furnishings Score,ECERS Space and Furnishings Rating,ECERS Program Structure Score,ECERS Program Structure Rating,Total.ECERS,Quality Review - Date of Review,Quality Review - How well do teachers work with each other?
KADG,17KADG,Bnos Menachem,739 East New York Avenue,"Brooklyn, NY 11203",11203,NYCEEC,35,9:30 AM,2.5 hr,Yes,No,Contact program directly for details,Please contact site for more information,,NA,97%,96%,97%,99%,18,53%,2014-15 School Year,6.2,4,6.1,4,3.6,3,2013-14 School Year,4.2,3,5.3,4,5.4,4,4.4,3,2.4,3,3.4,3,5.3,4,54.4,,
KADN,20KADN,Zion Day Care,5000 14th Avenue,"Brooklyn, NY 11219",11219,NYCEEC,50,9:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,100%,100%,98%,100%,33,77%,2015-16 School Year,6.8,4,6.9,4,4.8,3,2014-15 School Year,4.2,3,4.3,3,5.4,4,5,4,2.5,3,3.8,3,4.3,3,52.5,,
KADP,20KADP,Gan Day Care Center,4206-10 15th Avenue,"Brooklyn, NY 11219",11219,NYCEEC,29,8:00 AM,6 hr 20 mins,No,Yes,Contact program directly for details,Please contact site for more information,,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5,4,6.3,4,5.8,4,6.3,4,2.5,3,4.5,3,4.5,3,59.9,,
KADW,22KADW,Brooklyn Amity School,3867 Shore Parkway,"Brooklyn, NY 11235",11235,NYCEEC,15,8:30 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.3,4,6,4,7,4,5.3,4,3.8,4,4.3,3,6.8,4,65.5,,
KAET,20KAET,Dimitrios & Georgia Kaloidis PS of Holy Cross GOC,8502 Ridge Boulevard,"Brooklyn, NY 11209",11209,NYCEEC,79,N/A,N/A,N/A,N/A,N/A,N/A,,NA,94%,87%,92%,92%,26,34%,2014-15 School Year,5.9,3,6.0,4,3.3,3,2015-16 School Year,3.3,2,4.3,3,5.4,4,2.7,1,2.3,3,3,2,3.5,3,42.5,,
KAFB,17KAFB,Epiphany Lutheran School,721 Lincoln Place,"Brooklyn, NY 11216",11216,NYCEEC,20,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,100%,100%,98%,98%,7,35%,2015-16 School Year,6.2,4,5.7,3,3.3,3,2014-15 School Year,3.3,2,4.3,3,3.6,3,3.7,3,2.2,2,3.4,3,2.7,1,40.2,,
KAFO,22KAFO,Good Shepherd School,1943 Brown Street,"Brooklyn, NY 11229",11229,NYCEEC,35,8:00 AM,6 hr 20 mins,Yes,Yes,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,100%,100%,98%,100%,10,30%,2015-16 School Year,5.8,3,6.3,4,3.8,3,2014-15 School Year,3.2,2,4.5,3,5,4,3.3,2,1.8,2,2.4,1,3.3,2,39.5,,
KAFZ,21KAFZ,HIDEC,1401 Avenue I,"Brooklyn, NY 11230",11230,NYCEEC,40,8:30 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,NA,98%,95%,94%,97%,23,66%,2015-16 School Year,6.9,4,6.7,4,3.8,3,2014-15 School Year,3.6,3,4.5,3,6.4,4,4,3,1.5,2,2.6,1,3,2,43.6,,
KAHA,22KAHA,MASORES BAIS YAAKOV,1395 Ocean Avenue,"Brooklyn, NY 11230",11230,NYCEEC,55,9:30 AM,2.5 hr,No,No,Contact program directly for details,Please contact site for more information,,NA,100%,98%,92%,100%,8,15%,2014-15 School Year,6.1,4,6.0,4,3.6,3,2015-16 School Year,4.1,3,4.8,3,5,4,4.3,3,2,2,3.3,2,5.8,4,50.3,,
KAHX,20KAHX,Gateway City Academy,257 Bay Ridge Avenue,"Brooklyn, NY 11220",11220,NYCEEC,144,N/A,N/A,N/A,N/A,N/A,N/A,,NA,98%,97%,95%,99%,88,65%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.1,4,6.5,4,7,4,5.7,4,2.5,3,4.6,3,4.5,3,60.9,,
KAIN,17KAIN,Phyl's Academy,3520 Tilden Avenue,"Brooklyn, NY 11203",11203,NYCEEC,139,8:30 AM,6 hr 20 mins,Yes,Yes,Contact program directly for details,Indoor/Outdoor (onsite) playspace,,NA,90%,74%,81%,90%,19,17%,2014-15 School Year,6.3,4,6.4,4,3.7,3,2013-14 School Year,3.8,3,4.5,3,4.4,3,4.4,3,2.7,3,3.4,3,2.7,1,44.9,,
KAIT,22KAIT,Prospect Park Yeshiva,1784 East 17th Street,"Brooklyn, NY 11229",11229,NYCEEC,35,Contact program about start time,2.5 hr,Contact program about extended hours,Contact program about extended hours,Contact program directly for details,Please contact site for more information,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,6.2,4,6.1,4,2.9,2,2013-14 School Year,5,4,5.8,4,6.8,4,5.4,4,2.8,3,5.3,4,3.3,2,59.4,,
KAJD,20KAJD,St. Anselm Catholic Academy,365 83rd Street,"Brooklyn, NY 11209",11209,NYCEEC,47,8:15 AM,6 hr 20 mins,Yes,Yes,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,98%,100%,97%,100%,14,35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.2,3,5.5,4,6.2,4,4.1,3,2.3,3,3.5,3,5.3,4,55.1,,
KAJE,21KAJE,St. Athanasius School,6120 Bay Parkway,"Brooklyn, NY 11204",11204,NYCEEC,60,8:30 AM,6 hr 20 mins,No,No,Contact program directly for details,Indoor/Outdoor (onsite) playspace,,NA,94%,93%,90%,98%,19,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.8,4,7,4,7,4,5.9,4,3.8,4,5.3,4,6.8,4,69.6,,
KAJR,20KAJR,HEARTSHARE HUMAN SERVICES OF NEW YORK,1825 Bath Avenue,"Brooklyn, NY 11214",11214,NYCEEC,40,8:15 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Outdoor (onsite) playspace,,NA,99%,96%,99%,97%,15,38%,2014-15 School Year,6.0,4,5.6,3,4.2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
KAJT,32KAJT,Saint Frances Cabrini Catholic Academy,181 Suydam Street,"Brooklyn, NY 11221",11221,NYCEEC,51,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,NA,100%,100%,99%,100%,7,15%,2015-16 School Year,6.7,4,6.4,4,2.9,2,2014-15 School Year,4.7,3,5.5,4,6,4,4.4,3,3.8,4,4.5,3,4.5,3,57.4,,
KAJW,17KAJW,Saint Francis of Assisi,400 Lincoln Road,"Brooklyn, NY 11225",11225,NYCEEC,36,8:00 AM,6 hr 20 mins,No,Yes,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,95%,97%,96%,100%,8,23%,2015-16 School Year,6.2,4,6.2,4,4,3,2014-15 School Year,3.2,2,3.8,3,2.6,1,3.2,2,3.3,3,3.8,3,1.8,1,36.7,,
KAKF,22KAKF,Saint Mark School,2602 East 19th Street,"Brooklyn, NY 11235",11235,NYCEEC,36,7:55 AM,6 hr 20 mins,Yes,Yes,Contact program directly for details,Indoor/Outdoor (onsite) playspace,,NA,99%,99%,97%,98%,18,51%,2014-15 School Year,5.7,3,5.5,3,3.6,3,2014-15 School Year,3.1,2,3.8,3,5,4,3.2,2,1.8,2,2.8,1,2.7,1,37.4,,
KAKI,21KAKI,St. Peter Catholic Academy,8401 23rd Avenue,"Brooklyn, NY 11214",11214,NYCEEC,72,8:30 AM,6 hr 20 mins,Yes,Yes,Contact program directly for details,Please contact site for more information,,NA,99%,98%,92%,99%,35,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.3,4,6,4,7,4,5.1,4,4.7,4,4.9,3,4.3,3,63.3,,
KALL,17KALL,St. Gregory The Great Catholic Academy,2520 Church Avenue,"Brooklyn, NY 11226",11226,NYCEEC,36,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,NA,100%,100%,82%,98%,8,24%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.5,3,7,4,6.4,4,4.6,3,3,3,3.6,3,2.7,1,52.8,,
KALT,21KALT,THE CHEDER,129 Elmwood Avenue,"Brooklyn, NY 11230",11230,NYCEEC,40,8:25 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.5,3,6.8,4,4.2,3,4.2,3,2,2,5,4,7,4,56.7,,
KAMW,22KAMW,"YESHIVA & MESIVTA TORAH TEMIMAH, INC.",555 Ocean Parkway    ,"Brooklyn, NY 11218",11218,NYCEEC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2014-15 School Year,5.9,3,5.4,3,3.5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
KANO,15KANO,Yeshivas Boyan Tifereth Mordechai Shlomo,1205 44th Street,"Brooklyn, NY 11219",11219,NYCEEC,20,9:00 AM,6 hr 20 mins,No,No,Contact program directly for details,Please contact site for more information,,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.6,3,6,4,5,4,4.8,3,2.8,3,4.1,3,5.8,4,57.1,,
KANX,21KANX,Yeshiva Karlin Stolin,1801 55th Street,"Brooklyn, NY 11204",11204,NYCEEC,35,9:30 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,NA,99%,98%,99%,98%,32,97%,2015-16 School Year,5.7,3,5.5,3,2.7,2,2014-15 School Year,4.3,3,4.5,3,5.4,4,4.6,3,3.2,3,3.9,3,4.5,3,52.4,,
KAOA,20KAOA,Yeshiva HeadStart 40th Street,1402 40th Street,"Brooklyn, NY 11218",11218,NYCEEC,44,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Contact program directly for details,Outdoor (onsite) playspace,,NA,100%,100%,99%,99%,38,88%,2015-16 School Year,6.6,4,6.8,4,4.4,3,2014-15 School Year,5.3,4,5.3,4,6.6,4,6.4,4,2.6,3,4.9,3,5.5,4,62.6,,
KAOP,21KAOP,Yeshivah of Flatbush,919 East 10 Street,"Brooklyn, NY 11230",11230,NYCEEC,107,9:30 AM,2.5 hr,No,No,Contact program directly for details,Please contact site for more information,,NA,94%,90%,98%,96%,11,10%,2014-15 School Year,6.2,4,6.5,4,4.1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
KAOQ,22KAOQ,YESHIVA OF KINGS BAY,2611 Avenue Z,"Brooklyn, NY 11235",11235,NYCEEC,12,9:30 AM,2.5 hr,Yes,No,Contact program directly for details,Please contact site for more information,,NA,100%,100%,99%,100%,5,42%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.1,3,4.8,3,5.4,4,5.2,4,1.8,2,4.1,3,1.8,1,47.2,,
KAOV,21KAOV,YESHIVA OHR SHRAGA,1102 Avenue L,"Brooklyn, NY 11230",11230,NYCEEC,27,9:30 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,100%,88%,100%,100%,5,19%,2015-16 School Year,6.4,4,6.6,4,4.3,3,2013-14 School Year,5.6,4,5.8,4,6.8,4,5.8,4,5.8,4,5.1,4,4.5,3,66.4,,
KAPB,15KAPB,Yeshivat Shaare Torah,222 Ocean Parkway,"Brooklyn, NY 11218",11218,NYCEEC,51,9:30 AM,2.5 hr,No,No,Contact program directly for details,Indoor/Outdoor (onsite) playspace,,NA,100%,100%,99%,100%,8,16%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,6.2,4,7,4,7,4,6.1,4,4.8,4,5.8,4,7,4,71.9,,
KAPM,22KAPM,YESHIVA TORAS EMES,1904 Avenue N,"Brooklyn, NY 11230",11230,NYCEEC,8,1:00 PM,2.5 hr,No,No,Contact program directly for details,Please contact site for more information,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.8,3,5.7,3,2.6,2,2014-15 School Year,3.4,3,4.3,3,3.2,2,3.8,3,1.4,1,3.1,2,4.8,3,41,,
KAPR,22KAPR,Talmud Torah Crown Heights Yeshivah,6363 Avenue U,"Brooklyn, NY 11234",11234,NYCEEC,33,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,87%,60%,84%,90%,5,15%,2014-15 School Year,6.6,4,6.7,4,4.9,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
KARQ,18KARQ,Parkway School,5566 Kings Highway,"Brooklyn, NY 11203",11203,NYCEEC,26,8:00 AM,6 hr 20 mins,Yes,Yes,Contact program directly for details,Please contact site for more information,,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.2,3,5.8,4,5.6,4,3.9,3,2.8,3,4,3,3.7,3,53,,
KARS,15KARS,Action Nursery,1019 46th Street,"Brooklyn, NY 11219",11219,NYCEEC,13,9:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,97%,100%,100%,100%,8,62%,2015-16 School Year,6.8,4,6.8,4,5.3,4,2014-15 School Year,4.1,3,4.5,3,5.4,4,4.9,3,2,2,3.6,3,4.5,3,50,,
KASC,16KASC,Brevoort Children's Center,250 Ralph Avenue,"Brooklyn, NY 11233",11233,NYCEEC,10,9:30 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,6.6,4,6.9,4,3.3,3,2014-15 School Year,5.2,4,7,4,6.4,4,5.7,4,2.3,3,5.3,4,4.5,3,62.4,,
KASG,17KASG,Edwards L. Cleaveland,1185 Park Place,"Brooklyn, NY 11213",11213,NYCEEC,18,9:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,NA,75%,75%,67%,77%,5,31%,2015-16 School Year,6.3,4,5.9,3,2.9,2,2014-15 School Year,3.3,2,5.3,4,1.8,1,4.1,3,2.2,2,3.1,2,3,2,38.8,,
KASI,22KASI,Cortelyou Early Childhood Center,386 Marlborough Road,"Brooklyn, NY 11226",11226,NYCEEC,36,8:00 AM,6 hr 20 mins,Yes,Yes,Contact program directly for details,Please contact site for more information,,NA,93%,86%,82%,89%,20,61%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.2,4,5.8,4,5.8,4,6.2,4,2.7,3,4.5,3,6.8,4,63,,
KASJ,13KASJ,BCS Duffield Children's Center,101 Fleet Place,"Brooklyn, NY 11201",11201,NYCEEC,33,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,100%,73%,96%,93%,6,20%,2014-15 School Year,5.9,3,6.0,4,2.5,2,2015-16 School Year,3.5,3,4,3,3.8,3,4,3,2.5,3,3.3,2,3,2,43.1,,
KASR,22KASR,Glennwood Avenue Head Start,3017 Glenwood Road,"Brooklyn, NY 11210",11210,NYCEEC,54,9:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,90%,73%,93%,86%,12,35%,2013-14 School Year,6.1,4,5.9,3,3.1,2,2015-16 School Year,4.4,3,6,4,3,2,5.7,4,3.3,3,4.3,3,2.7,1,49.4,,
KASZ,22KASZ,East Midwood Hebrew Day School,1256 East 21st Street,"Brooklyn, NY 11210",11210,NYCEEC,31,8:15 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,92%,89%,91%,100%,8,27%,2014-15 School Year,5.9,3,5.7,3,3.9,3,2015-16 School Year,5.2,4,7,4,6.4,4,5.8,4,2.7,3,5.1,4,4.5,3,62.7,,
KATG,14KATG,AHRC Francis of Paola Early Learning Center,201 Conselyea Street,"Brooklyn, NY 11211",11211,NYCEEC,3,8:30 AM,6 hr 20 mins,Yes,Yes,Contact program directly for details,Indoor/Outdoor (onsite) playspace,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,6.3,4,6.2,4,2.3,2,2014-15 School Year,4.3,3,5.5,4,6.2,4,4.5,3,3.2,3,3.1,2,4.3,3,53.1,,
KATZ,21KATZ,Neptune Avenue Head Start,293 Neptune Avenue,"Brooklyn, NY 11235",11235,NYCEEC,99,9:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,98%,94%,94%,96%,47,53%,2015-16 School Year,6.4,4,6.3,4,2.7,2,2014-15 School Year,3.3,2,4.8,3,3.2,2,4.2,3,2.7,3,2.8,1,1.8,1,37.8,,
KAUK,21KAUK,NYL/WOC MIDWOOD,1520 East 13th Street,"Brooklyn, NY 11230",11230,NYCEEC,12,8:45 AM,6 hr 20 mins,No,No,Contact program directly for details,Indoor/Outdoor (onsite) playspace,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,6.7,4,6.6,4,4.2,3,2014-15 School Year,4.2,3,5.5,4,5.8,4,4.1,3,3.7,3,3.6,3,2.8,1,50.7,,
KAVQ,18KAVQ,Hebrew Educational Society,9502 Seaview Avenue,"Brooklyn, NY 11236",11236,NYCEEC,61,8:30 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,94%,94%,97%,94%,17,30%,2014-15 School Year,6.5,4,6.2,4,3.4,3,2015-16 School Year,4.2,3,5,4,6,4,4.1,3,3.3,3,3.9,3,3.3,2,51.8,,
KAWC,15KAWC,"HANOVER PLACE CHILD CARE CENTER, LLC",15 Hanover Place,"Brooklyn, NY 11201",11201,NYCEEC,65,N/A,N/A,N/A,N/A,N/A,N/A,,NA,92%,86%,83%,91%,22,39%,2014-15 School Year,7.0,4,6.8,4,5.8,4,2015-16 School Year,4,3,6,4,4,3,4.3,3,3.8,4,3.4,3,2.3,1,48.8,,
KAWQ,17KAWQ,M.A.C.A.D.E.M.Y.,1313 Union Street,"Brooklyn, NY 11225",11225,NYCEEC,18,8:30 AM,6 hr 20 mins,Yes,Yes,Contact program directly for details,Outdoor (onsite) playspace,,NA,98%,98%,98%,100%,9,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.1,4,6,4,6.6,4,5.3,4,2.7,3,4.6,3,7,4,63.3,,
KAWX,23KAWX,PAL World of Creative Experiences Head Start,280 Livonia Avenue,"Brooklyn, NY 11212",11212,NYCEEC,79,9:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,100%,100%,98%,99%,15,23%,2015-16 School Year,6.1,4,5.5,3,2.8,2,2014-15 School Year,4.7,3,5,4,6.4,4,4.7,3,2.5,3,5,4,4.5,3,56.8,,
KAXC,16KAXC,Bishop Sexton,933 Herkimer Street,"Brooklyn, NY 11233",11233,NYCEEC,53,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,98%,100%,95%,100%,10,20%,2014-15 School Year,6.3,4,6.3,4,4.5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
KAXU,19KAXU,University Settlement Children's Corner,565 Livonia Avenue,"Brooklyn, NY 11207",11207,NYCEEC,56,9:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,NA,100%,96%,94%,97%,5,10%,2015-16 School Year,6.6,4,6.3,4,3.3,3,2014-15 School Year,3.8,3,2.8,1,5.8,4,3.1,2,4,4,4,3,3,2,45.5,,
KAXW,17KAXW,"HIGHLIGHTS ACADEMY, INC.",1688 President Street,"Brooklyn, NY 11213",11213,NYCEEC,36,8:30 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,100%,87%,94%,91%,20,56%,2014-15 School Year,5.3,3,5.1,3,2.8,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
KAYF,21KAYF,PAL La Puerta Abierta,3001 West 37th Street,"Brooklyn, NY 11224",11224,NYCEEC,19,9:30 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,88%,89%,93%,87%,15,88%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.9,3,6.3,4,4.6,3,4.8,3,2.2,2,3.3,2,3,2,47.1,,
KAYS,17KAYS,Hawthorne Corners Day Care Center,1950 Bedford Avenue,"Brooklyn, NY 11225",11225,NYCEEC,18,9:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,NA,100%,95%,98%,97%,5,29%,2015-16 School Year,4.9,2,5.6,3,2.4,2,2014-15 School Year,3.6,3,5.3,4,2,1,4.5,3,2.5,3,3.6,3,3,2,43.5,,
KAYU,17KAYU,"BAMBI Day Care CENTER, INC.",300 Rogers Avenue,"Brooklyn, NY 11225",11225,NYCEEC,32,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,100%,97%,97%,100%,7,22%,2013-14 School Year,5.5,3,6.3,4,2.3,2,2015-16 School Year,5.5,4,7,4,7,4,4.7,3,3.5,3,5.6,4,7,4,66.3,,
KAZC,20KAZC,Talmud Torah Ohr Moshe,1774 58th Street,"Brooklyn, NY 11204",11204,NYCEEC,20,9:00 AM,6 hr 20 mins,No,No,Contact program directly for details,Please contact site for more information,,NA,97%,91%,97%,100%,9,45%,2015-16 School Year,6.4,4,6.7,4,2.5,2,2014-15 School Year,4.9,3,5.5,4,6.4,4,5.4,4,3.4,3,4.3,3,4.5,3,58.4,,
KAZJ,14KAZJ,NEW YORK LEAGUE FOR EARLY LEARNING,725 Leonard Street,"Brooklyn, NY 11222",11222,NYCEEC,N/A,8:45 AM,6 hr 20 mins,No,No,Contact program directly for details,Please contact site for more information,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2014-15 School Year,6.2,4,6.3,4,3.8,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
KAZM,15KAZM,Saint Francis Xavier,763 President Street,"Brooklyn, NY 11215",11215,NYCEEC,34,8:15 AM,6 hr 20 mins,Yes,Yes,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,95%,95%,93%,98%,8,24%,2014-15 School Year,6.2,4,6.9,4,3.2,2,2015-16 School Year,4.5,3,5.8,4,6.2,4,3.8,3,2.8,3,4.4,3,6,4,57.5,,
KAZQ,16KAZQ,Bedford Stuyvesant Early Childhood Development Center,281 Stuyvesant Avenue,"Brooklyn, NY 11221",11221,NYCEEC,18,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Outdoor (offsite) playspace,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2014-15 School Year,5.8,3,5.2,3,3.5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
KAZT,32KAZT,Bushwick United HDFC 1,136 Stanhope Street,"Brooklyn, NY 11221",11221,NYCEEC,64,8:30 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,NA,95%,94%,86%,94%,14,26%,2015-16 School Year,6.4,4,6.3,4,3.9,3,2014-15 School Year,4.4,3,5.8,4,5.8,4,4.6,3,2.7,3,3.9,3,4.7,3,54.9,,
KAZZ,16KAZZ,Cornerstone Day Care Center,289 Lewis Avenue,"Brooklyn, NY 11221",11221,NYCEEC,19,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,NA,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.5,3,5.0,3,2.1,2,2014-15 School Year,4.5,3,4.8,3,6,4,4.2,3,3,3,5.3,4,4,3,54.8,,
KBAI,20KBAI,Guild for Exceptional Children,1273 57th Street,"Brooklyn, NY 11219",11219,NYCEEC,32,8:30 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,NA,100%,89%,94%,95%,21,70%,2015-16 School Year,6.1,4,6.0,4,3,2,2014-15 School Year,4,3,4.8,3,6.4,4,4.1,3,2,2,3.5,3,4.3,3,50.1,,
KBAW,21KBAW,Bet Yaakov Ohr Sarah,1123 Avenue N,"Brooklyn, NY 11230",11230,NYCEEC,20,8:30 AM,6 hr 20 mins,No,Yes,Contact program directly for details,Please contact site for more information,,NA,100%,100%,100%,100%,20,100%,2014-15 School Year,6.4,4,6.5,4,5.9,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,,
KBAY,21KBAY,BET YAAKOV ATERET TORAH,2166 Coney Island Avenue,"Brooklyn, NY 11223",11223,NYCEEC,40,9:30 AM,2.5 hr,No,No,Contact program directly for details,Indoor/Outdoor (onsite) playspace,,NA,100%,95%,95%,100%,6,15%,2015-16 School Year,6.9,4,7.0,4,4.1,3,2014-15 School Year,4,3,4.8,3,4.4,3,4.6,3,2.2,2,3.9,3,3.8,3,47.7,,
